Location,"Mortality Rate, 2014*"
"Orange County, Virginia","224.88 (210.27, 239.83)"
"Page County, Virginia","308.09 (287.27, 329.28)"
"Patrick County, Virginia","309.93 (286.36, 333.29)"
"Petersburg City, Virginia","394.86 (370.93, 419.42)"
"Pittsylvania County, Virginia","321.71 (307.34, 336.60)"
"Poquoson City, Virginia","249.45 (224.59, 274.28)"
"Portsmouth City, Virginia","320.52 (305.60, 336.43)"
"Powhatan County, Virginia","223.42 (206.15, 241.61)"
"Prince Edward County, Virginia","294.92 (274.13, 316.24)"
"Prince George County, Virginia","223.25 (207.03, 240.26)"
"Prince William County, Virginia","194.59 (185.70, 203.25)"
"Pulaski County, Virginia","328.79 (309.93, 349.06)"
"Radford City, Virginia","314.53 (282.02, 346.31)"
"Rappahannock County, Virginia","244.28 (218.69, 271.46)"
"Richmond City, Virginia","308.62 (295.58, 322.11)"
"Richmond County, Virginia","288.47 (262.96, 314.08)"
"Roanoke City, Virginia","340.41 (323.67, 356.59)"
"Roanoke County, Virginia","239.12 (227.03, 251.25)"
"Rockbridge County, Virginia","219.95 (205.97, 233.68)"
"Rockingham County, Virginia","208.71 (198.43, 219.33)"
"Russell County, Virginia","327.97 (308.29, 348.68)"
"Salem City, Virginia","273.91 (254.68, 293.71)"
"Scott County, Virginia","314.03 (293.78, 334.98)"
"Shenandoah County, Virginia","238.62 (224.04, 252.70)"
"Smyth County, Virginia","334.41 (316.32, 352.31)"
"Southampton County, Virginia","323.97 (301.73, 347.01)"
"Spotsylvania County, Virginia","231.91 (220.09, 242.91)"
"Stafford County, Virginia","210.47 (198.38, 223.75)"
"Staunton City, Virginia","245.50 (233.95, 257.33)"
"Suffolk City, Virginia","281.44 (267.37, 294.67)"
"Surry County, Virginia","260.43 (237.13, 283.48)"
"Sussex County, Virginia","343.31 (317.69, 372.69)"
"Tazewell County, Virginia","352.59 (334.54, 371.53)"
"Virginia Beach City, Virginia","212.98 (204.58, 222.22)"
"Warren County, Virginia","267.78 (249.68, 285.41)"
"Washington County, Virginia","261.74 (247.44, 276.29)"
"Waynesboro City, Virginia","245.50 (233.95, 257.33)"
"Westmoreland County, Virginia","266.79 (247.13, 286.64)"
"Williamsburg City, Virginia","184.67 (174.71, 195.11)"
"Winchester City, Virginia","254.19 (234.64, 273.96)"
"Wise County, Virginia","341.54 (321.17, 363.08)"
"Wythe County, Virginia","296.17 (277.83, 315.98)"
"York County, Virginia","247.00 (236.25, 258.05)"
Washington,"220.14 (214.39, 225.84)"
"Adams County, Washington","260.93 (240.09, 282.31)"
"Asotin County, Washington","228.48 (212.72, 245.27)"
"Benton County, Washington","221.37 (211.19, 231.53)"
"Chelan County, Washington","210.97 (198.06, 223.38)"
"Clallam County, Washington","226.65 (215.68, 238.18)"
"Clark County, Washington","215.13 (207.02, 224.22)"
"Columbia County, Washington","244.87 (222.83, 269.75)"
"Cowlitz County, Washington","248.22 (236.65, 260.19)"
"Douglas County, Washington","204.97 (191.19, 218.97)"
"Ferry County, Washington","248.89 (226.18, 274.30)"
"Franklin County, Washington","222.14 (208.28, 235.66)"
"Garfield County, Washington","187.26 (164.08, 210.55)"
"Grant County, Washington","245.14 (232.05, 259.26)"
"Grays Harbor County, Washington","275.25 (261.27, 289.07)"
"Island County, Washington","184.64 (175.00, 194.86)"
"Jefferson County, Washington","184.90 (173.65, 196.44)"
"King County, Washington","197.50 (191.30, 204.19)"
"Kitsap County, Washington","216.67 (207.15, 226.41)"
"Kittitas County, Washington","221.20 (207.33, 235.22)"
"Klickitat County, Washington","213.20 (198.35, 228.03)"
"Lewis County, Washington","265.90 (252.48, 279.53)"
"Lincoln County, Washington","254.64 (235.54, 273.93)"
"Mason County, Washington","232.47 (220.84, 245.64)"
"Okanogan County, Washington","229.10 (216.12, 242.26)"
"Pacific County, Washington","297.23 (278.58, 316.08)"
"Pend Oreille County, Washington","243.43 (225.72, 262.30)"
"Pierce County, Washington","248.19 (239.82, 256.81)"
"San Juan County, Washington","136.05 (125.14, 147.34)"
"Skagit County, Washington","203.10 (192.91, 213.88)"
"Skamania County, Washington","197.48 (181.62, 214.50)"
"Snohomish County, Washington","220.40 (212.27, 228.81)"
"Spokane County, Washington","231.73 (222.92, 240.94)"
"Stevens County, Washington","259.05 (243.80, 274.51)"
"Thurston County, Washington","210.40 (201.23, 220.47)"
"Wahkiakum County, Washington","233.35 (209.43, 259.34)"
"Walla Walla County, Washington","237.34 (224.19, 250.90)"
"Whatcom County, Washington","210.38 (200.01, 220.49)"
"Whitman County, Washington","227.19 (213.10, 243.16)"
"Yakima County, Washington","270.10 (259.39, 281.94)"
West Virginia,"301.86 (295.58, 308.27)"
"Barbour County, West Virginia","310.18 (287.23, 331.59)"
"Berkeley County, West Virginia","289.55 (274.80, 304.65)"
"Boone County, West Virginia","318.97 (298.69, 340.95)"
"Braxton County, West Virginia","277.84 (256.89, 299.19)"
"Brooke County, West Virginia","292.52 (272.84, 311.95)"
"Cabell County, West Virginia","289.11 (275.13, 303.17)"
"Calhoun County, West Virginia","284.47 (259.72, 311.86)"
"Clay County, West Virginia","281.73 (256.81, 306.98)"
"Doddridge County, West Virginia","306.72 (280.37, 335.24)"
"Fayette County, West Virginia","314.52 (298.40, 332.19)"
"Gilmer County, West Virginia","288.65 (260.30, 318.25)"
"Grant County, West Virginia","313.16 (288.94, 337.71)"
"Greenbrier County, West Virginia","273.90 (258.67, 289.53)"
"Hampshire County, West Virginia","260.28 (242.74, 279.53)"
"Hancock County, West Virginia","334.33 (313.93, 356.13)"
"Hardy County, West Virginia","299.74 (277.63, 321.89)"
"Harrison County, West Virginia","310.50 (295.66, 326.49)"
"Jackson County, West Virginia","287.03 (268.78, 305.63)"
"Jefferson County, West Virginia","276.19 (259.57, 293.68)"
"Kanawha County, West Virginia","278.15 (266.18, 289.44)"
"Lewis County, West Virginia","362.42 (339.54, 387.43)"
"Lincoln County, West Virginia","322.52 (302.22, 344.58)"
"Logan County, West Virginia","370.03 (349.78, 390.57)"
"Marion County, West Virginia","294.05 (278.33, 308.50)"
"Marshall County, West Virginia","310.54 (291.26, 330.56)"
"Mason County, West Virginia","317.00 (297.18, 337.24)"
"McDowell County, West Virginia","400.32 (374.98, 423.76)"
"Mercer County, West Virginia","316.56 (301.16, 333.48)"
"Mineral County, West Virginia","305.37 (284.80, 324.88)"
"Mingo County, West Virginia","405.06 (380.50, 430.00)"
"Monongalia County, West Virginia","259.58 (246.18, 273.78)"
"Monroe County, West Virginia","241.84 (222.08, 261.15)"
"Morgan County, West Virginia","252.02 (232.14, 271.97)"
"Nicholas County, West Virginia","313.76 (295.12, 332.60)"
"Ohio County, West Virginia","283.41 (266.94, 299.34)"
"Pendleton County, West Virginia","275.45 (251.30, 301.06)"
"Pleasants County, West Virginia","318.80 (288.70, 347.67)"
"Pocahontas County, West Virginia","280.74 (255.77, 306.04)"
"Preston County, West Virginia","308.49 (289.07, 327.45)"
"Putnam County, West Virginia","264.21 (248.23, 281.24)"
"Raleigh County, West Virginia","299.54 (285.33, 314.18)"
"Randolph County, West Virginia","321.24 (302.39, 340.91)"
"Ritchie County, West Virginia","354.38 (327.85, 381.15)"
"Roane County, West Virginia","305.91 (284.55, 329.82)"
"Summers County, West Virginia","263.04 (242.62, 282.63)"
"Taylor County, West Virginia","316.83 (293.77, 340.54)"
"Tucker County, West Virginia","299.18 (269.65, 330.99)"
"Tyler County, West Virginia","341.34 (313.38, 370.57)"
"Upshur County, West Virginia","287.54 (269.95, 306.98)"
"Wayne County, West Virginia","280.14 (264.08, 296.89)"
"Webster County, West Virginia","324.16 (296.32, 352.78)"
"Wetzel County, West Virginia","342.83 (317.73, 369.97)"
"Wirt County, West Virginia","309.28 (277.18, 345.05)"
"Wood County, West Virginia","360.38 (343.46, 378.22)"
"Wyoming County, West Virginia","347.62 (325.02, 370.12)"
Wisconsin,"233.06 (227.00, 239.28)"
"Adams County, Wisconsin","263.50 (247.85, 280.49)"
"Ashland County, Wisconsin","286.52 (266.73, 306.79)"
"Barron County, Wisconsin","238.77 (225.93, 252.69)"
"Bayfield County, Wisconsin","220.70 (203.90, 238.39)"
"Brown County, Wisconsin","233.17 (222.54, 243.67)"
"Buffalo County, Wisconsin","254.83 (236.01, 275.52)"
"Burnett County, Wisconsin","207.66 (193.52, 222.86)"
"Calumet County, Wisconsin","218.91 (205.20, 233.77)"
"Chippewa County, Wisconsin","228.27 (216.42, 241.49)"
"Clark County, Wisconsin","230.44 (215.63, 244.78)"
"Columbia County, Wisconsin","235.60 (222.62, 248.60)"
"Crawford County, Wisconsin","251.66 (233.19, 271.83)"
"Dane County, Wisconsin","199.08 (189.89, 208.13)"
"Dodge County, Wisconsin","262.90 (249.48, 275.84)"
"Door County, Wisconsin","222.49 (208.73, 236.50)"
"Douglas County, Wisconsin","229.03 (215.46, 242.29)"
"Dunn County, Wisconsin","213.59 (201.16, 228.56)"
"Eau Claire County, Wisconsin","213.68 (201.99, 224.87)"
"Florence County, Wisconsin","297.78 (269.92, 327.06)"
"Fond du Lac County, Wisconsin","235.53 (223.27, 246.76)"
"Forest County, Wisconsin","260.77 (240.12, 282.33)"
"Grant County, Wisconsin","257.02 (242.59, 271.99)"
"Green County, Wisconsin","199.50 (187.12, 211.60)"
"Green Lake County, Wisconsin","272.26 (255.14, 291.77)"
"Iowa County, Wisconsin","255.74 (238.19, 275.20)"
"Iron County, Wisconsin","252.22 (230.30, 274.63)"
"Jackson County, Wisconsin","291.29 (272.43, 310.63)"
"Jefferson County, Wisconsin","220.63 (208.63, 232.75)"
"Juneau County, Wisconsin","246.34 (231.01, 262.56)"
"Kenosha County, Wisconsin","284.63 (271.97, 296.89)"
"Kewaunee County, Wisconsin","214.55 (200.03, 230.57)"
"La Crosse County, Wisconsin","205.22 (194.53, 215.71)"
"Lafayette County, Wisconsin","215.45 (199.33, 231.27)"
"Langlade County, Wisconsin","249.10 (233.07, 268.02)"
"Lincoln County, Wisconsin","230.83 (216.17, 246.49)"
"Manitowoc County, Wisconsin","230.39 (219.12, 242.65)"
"Marathon County, Wisconsin","189.55 (180.04, 199.16)"
"Marinette County, Wisconsin","279.65 (263.35, 295.62)"
"Marquette County, Wisconsin","226.41 (209.67, 243.56)"
"Menominee County, Wisconsin","281.31 (248.73, 315.52)"
"Milwaukee County, Wisconsin","272.25 (263.28, 281.01)"
"Monroe County, Wisconsin","262.81 (246.68, 278.44)"
"Oconto County, Wisconsin","251.31 (236.04, 265.77)"
"Oneida County, Wisconsin","244.37 (230.97, 259.08)"
"Outagamie County, Wisconsin","212.39 (202.26, 223.18)"
"Ozaukee County, Wisconsin","219.65 (208.30, 230.86)"
"Pepin County, Wisconsin","251.96 (231.72, 274.28)"
"Pierce County, Wisconsin","226.03 (211.73, 240.59)"
"Polk County, Wisconsin","236.27 (220.65, 250.62)"
"Portage County, Wisconsin","206.26 (193.93, 218.08)"
"Price County, Wisconsin","249.17 (232.69, 266.72)"
"Racine County, Wisconsin","232.89 (222.94, 243.95)"
"Richland County, Wisconsin","228.35 (212.94, 244.17)"
"Rock County, Wisconsin","227.54 (216.97, 238.55)"
"Rusk County, Wisconsin","250.39 (233.14, 268.43)"
"Saint Croix County, Wisconsin","216.85 (204.20, 229.45)"
"Sauk County, Wisconsin","246.41 (233.89, 259.86)"
"Sawyer County, Wisconsin","257.98 (241.46, 276.40)"
"Shawano County, Wisconsin","241.07 (227.30, 255.64)"
"Sheboygan County, Wisconsin","240.87 (229.13, 252.22)"
"Taylor County, Wisconsin","202.56 (188.27, 217.66)"
"Trempealeau County, Wisconsin","246.05 (231.37, 261.83)"
"Vernon County, Wisconsin","256.69 (240.21, 272.72)"
"Vilas County, Wisconsin","244.26 (228.31, 259.58)"
"Walworth County, Wisconsin","235.01 (223.17, 247.44)"
"Washburn County, Wisconsin","276.53 (258.12, 295.87)"
"Washington County, Wisconsin","213.24 (201.94, 223.93)"
"Waukesha County, Wisconsin","194.16 (185.48, 202.54)"
"Waupaca County, Wisconsin","288.41 (272.62, 304.24)"
"Waushara County, Wisconsin","276.27 (259.04, 294.19)"
"Winnebago County, Wisconsin","201.41 (192.12, 211.61)"
"Wood County, Wisconsin","216.45 (205.28, 228.14)"
Wyoming,"238.35 (231.86, 244.59)"
"Albany County, Wyoming","201.49 (187.12, 216.71)"
"Big Horn County, Wyoming","268.23 (247.92, 291.19)"
"Campbell County, Wyoming","270.75 (252.47, 290.43)"
"Carbon County, Wyoming","286.51 (266.50, 308.14)"
"Converse County, Wyoming","229.38 (212.16, 249.55)"
"Crook County, Wyoming","199.16 (181.05, 219.66)"
"Fremont County, Wyoming","255.35 (239.77, 269.76)"
"Goshen County, Wyoming","225.62 (208.77, 243.30)"
"Hot Springs County, Wyoming","256.92 (230.86, 283.62)"
"Johnson County, Wyoming","242.71 (223.18, 264.03)"
"Laramie County, Wyoming","242.28 (230.06, 255.65)"
"Lincoln County, Wyoming","225.78 (208.61, 243.82)"
"Natrona County, Wyoming","243.16 (231.15, 255.87)"
"Niobrara County, Wyoming","239.71 (213.83, 266.20)"
"Park County, Wyoming","193.41 (181.07, 206.57)"
"Platte County, Wyoming","231.46 (213.12, 251.09)"
"Sheridan County, Wyoming","271.55 (255.62, 289.68)"
"Sublette County, Wyoming","218.83 (195.91, 242.99)"
"Sweetwater County, Wyoming","262.99 (246.91, 281.23)"
"Teton County, Wyoming","144.71 (133.13, 158.30)"
"Uinta County, Wyoming","266.75 (244.95, 291.02)"
"Washakie County, Wyoming","227.19 (207.25, 247.95)"
"Weston County, Wyoming","215.88 (196.96, 235.19)"
,
"*Age-standardized mortality rate for both sexes combined (deaths per 100,000 population). Numbers in parentheses are 95% uncertainty intervals.",
